1.00419	536
1.0093	1072
1.01528	2144
1.02167	2680
1.02999	3752
1.03831	4824
1.04663	5896
1.05495	6968
1.06327	8040
1.07159	9112
1.07991	10184
1.08823	11256
1.09655	12328
1.10487	13400
1.11319	14472
1.12151	15544
1.12983	16616
1.13815	17688
1.1548	12328
1.23888	12864
1.33872	13400
1.4053	9112
1.4136	9648
1.43026	6432
1.47184	6968
1.67984	7504
2.0376	8040
2.51187	5360
2.51779	5896
2.57752	3752
2.5825	4288
2.93616	4824
5.58192	5360
5.76408	3752
5.76906	4288
6.01456	4824
6.37232	5360
6.3973	3752
6.40233	4288
6.64688	4824
7.00464	5360
7.30328	3752
7.30826	4288
7.55287	4824
7.91063	5360
8.07704	3752
8.08202	4288
8.32752	4824
8.68528	5360
