1.00837	536
1.01852	1072
1.02952	1608
1.04053	2144
1.05059	2680
1.05248	3216
1.06159	3752
1.06348	4288
1.0683	4824
1.08497	1072
1.09505	1608
1.11509	2144
1.136	2680
1.16903	3216
1.21066	1072
1.25098	1608
1.2711	2144
1.29217	2680
1.30506	3216
1.32711	3752
1.36039	4288
1.40199	4824
1.45191	5360
1.50183	5896
1.55175	6432
1.60999	6968
1.66823	7504
1.69319	8040
1.71815	8576
1.74311	9112
1.77644	7289
1.81799	7825
1.90119	8361
1.98439	8897
2.07591	9433
2.17575	9969
2.27559	10505
2.37543	11041
2.49191	11577
2.56679	12113
2.62503	12649
2.67495	13185
2.72487	13721
2.76647	14257
2.80807	14793
2.84967	15329
2.88295	15865
2.91623	16401
2.94951	16937
2.98279	17473
3.01607	18009
3.04935	18545
3.08263	19081
3.11591	19617
3.14087	20153
3.16583	20689
3.19079	21225
3.21575	21761
3.24903	22297
3.27399	22833
3.29895	23369
3.32391	23905
3.34887	24441
3.38961	19296
3.44039	19832
3.52359	20368
3.69002	16294
3.70008	16830
3.86471	17366
4.03943	17902
4.13009	14150
4.20583	14686
4.35559	15222
4.50449	12006
4.51457	12542
4.63847	13078
4.77159	13614
4.90471	14150
4.99623	14686
5.07111	15222
5.12849	12006
5.20423	12542
5.32903	13078
5.46215	13614
5.60359	14150
5.74503	14686
5.89479	15222
5.9697	12006
6.01959	12542
6.15274	9862
6.1628	10398
6.20266	8147
6.24423	8683
6.26833	6860
6.31079	7396
6.36903	7932
6.45223	8468
6.53543	9004
6.59367	9540
6.64359	10076
6.68519	10612
6.72679	11148
6.76007	11684
6.79335	12220
6.82663	12756
6.85991	13292
6.8849	10291
6.91818	8147
6.95143	8683
6.97555	6860
7.02631	7396
7.08455	7932
7.16775	8468
7.25095	9004
7.30833	6860
7.33415	7396
7.36746	1072
7.37752	1608
7.39744	2144
7.41835	2680
7.44231	3216
7.47559	3752
7.50887	4288
7.55047	4824
7.60039	5360
7.65031	5896
7.70855	6432
7.76679	6968
7.82503	7504
7.89073	6003
7.90081	6539
7.95815	7075
8.02471	7611
8.08209	6003
8.09217	6539
8.14951	7075
8.20775	7611
8.29095	8147
8.37415	8683
8.46567	9219
8.50641	7289
8.54055	7825
8.61543	8361
8.69777	6432
8.70785	6968
8.76519	7504
8.84839	8040
8.93159	8576
8.98983	9112
9.03146	7289
9.05639	7825
9.07306	6003
9.13959	6539
9.19783	7075
9.26439	7611
