Algorithm = TcpBic
1.00837	536
1.01852	1072
1.02952	1608
1.04053	2144
1.05059	2680
1.05248	3216
1.06159	3752
1.06348	4288
1.0683	4824
1.07662	5360
1.08494	5896
1.09326	6432
1.10158	6968
1.1099	7504
1.11822	8040
1.12654	8576
1.13486	9112
1.14318	9648
1.1515	10184
1.15982	10720
1.16814	11256
1.17646	11792
1.18478	12328
1.1931	12864
1.20142	13400
1.20974	13936
1.21806	14472
1.22638	15008
1.2347	15544
1.24302	16080
1.25134	16616
1.25966	17152
1.26798	17688
1.2763	18224
1.29297	14579
1.41863	15115
1.57671	15651
1.73479	16187
1.90119	16723
2.05841	13292
2.06849	13828
2.20903	14364
2.35047	14900
2.50023	15436
2.60007	15972
2.67495	16508
2.74983	17044
2.80807	17580
2.86631	18116
2.91623	18652
2.96615	19188
3.00775	19724
3.04935	20260
3.09095	20796
3.13255	21332
3.16583	21868
3.19911	22404
3.23239	22940
3.27399	23476
3.30727	24012
3.34055	24548
3.37383	25084
3.40711	25620
3.44039	26156
3.47367	26692
3.49863	27228
3.53191	27764
3.55687	28300
3.58183	28836
3.60679	29372
3.63175	29908
3.66503	30444
3.68999	30980
3.71495	31516
3.73991	32052
3.76487	32588
3.78983	33124
3.81479	33660
3.83975	34196
3.86471	34732
3.88967	35268
3.91463	35804
3.93959	36340
3.96455	36876
3.98951	37412
4.01447	37948
4.03943	38484
4.06439	39020
4.08935	39556
4.11431	40092
4.15505	31731
4.20583	32267
4.29735	32803
4.38887	33339
4.48039	33875
4.54698	27014
4.75495	27550
5.02951	28086
5.12849	22297
5.13857	22833
5.23751	23369
5.33735	23905
5.43719	24441
5.61194	19296
5.63687	19832
5.83655	20368
6.04455	20904
6.25255	21440
6.38567	21976
6.45137	17580
6.46887	18116
6.54375	18652
6.73511	19188
6.92647	19724
7.12615	20260
7.33415	20796
7.54215	21332
7.75847	21868
7.83338	17152
7.89162	13721
7.90168	14257
7.97393	11148
8.01639	11684
8.13287	12220
8.24935	12756
8.37415	13292
8.45735	13828
8.52391	14364
8.59047	14900
8.64039	15436
8.69031	15972
8.73191	16508
8.77351	17044
8.81511	17580
8.85674	13721
8.92243	10720
8.93991	11256
9.05639	11792
9.18119	12328
9.30599	12864
