1.04604	5360
1.10146	5896
1.10538	2412
1.21458	2948
1.2718	3484
1.38559	1072
1.71816	1608
1.82883	2144
1.94044	2680
1.9986	3216
2.10833	3752
2.1665	4288
2.22561	4824
2.33156	5360
2.39067	5896
2.39458	2412
2.55992	2948
2.61715	3484
2.7289	1072
2.89518	1608
3.00585	2144
3.11747	2680
3.17483	1072
3.23111	1608
3.34192	2144
3.45353	2680
3.5117	3216
3.62156	1072
3.6769	1608
3.78771	2144
3.89932	2680
3.95748	3216
4.06721	3752
4.12538	4288
4.17991	1608
5.23538	536
5.29072	1072
5.29072	1608
5.40233	2144
5.51394	2680
5.57036	1072
6.51394	536
6.56928	1072
6.56928	1608
6.73622	2144
6.84784	2680
6.96082	1072
7.29367	1608
7.40434	2144
7.51595	2680
7.5752	1072
7.63148	1608
7.79979	1072
7.85513	1608
7.96594	2144
8.07755	2680
8.13586	1072
8.19119	1608
8.3595	1072
8.41484	1608
8.52565	2144
8.69491	1072
9.58287	536
9.63835	1072
9.63835	1608
9.7509	2144
9.86252	2680
9.92068	3216
10.0315	1072
10.0878	1608
10.1986	2144
10.3102	2680
10.3684	3216
10.4801	1072
10.5354	1608
10.6463	2144
10.7579	2680
10.816	3216
10.9258	3752
10.9839	4288
11.043	4824
11.0966	1876
11.3174	2412
11.3756	2948
11.4853	3484
11.5444	4020
11.6523	4556
11.7114	5092
11.7696	5628
11.8755	6164
11.9338	2412
11.9891	2948
12.0981	3484
12.2098	1072
12.2652	1608
12.376	2144
12.4876	2680
12.5468	1072
12.6029	1608
